date,close,open,pct_change
2010-01-01,20061.73,20000.0,0.00309
2010-01-04,20219.41,20061.73,0.00786
2010-01-05,20097.27,20219.41,-0.00604
2010-01-06,19904.43,20097.27,-0.0096
2010-01-07,19476.28,19904.43,-0.02151
2010-01-08,19692.23,19476.28,0.01109
2010-01-11,19703.72,19692.23,0.00058
2010-01-12,19756.19,19703.72,0.00266
2010-01-13,19593.8,19756.19,-0.00822
2010-01-14,19865.99,19593.8,0.01389
2010-01-15,20080.05,19865.99,0.01078
2010-01-18,20061.17,20080.05,-0.00094
2010-01-19,19946.53,20061.17,-0.00571
2010-01-20,19876.25,19946.53,-0.00352
2010-01-21,19709.59,19876.25,-0.00838
2010-01-22,19723.23,19709.59,0.00069
2010-01-25,19597.44,19723.23,-0.00638
2010-01-26,19731.51,19597.44,0.00684
2010-01-27,19661.38,19731.51,-0.00355
2010-01-28,19592.69,19661.38,-0.00349
2010-01-29,19931.84,19592.69,0.01731
2010-02-01,19780.69,19931.84,-0.00758
2010-02-02,19447.45,19780.69,-0.01685
2010-02-03,18887.81,19447.45,-0.02878
2010-02-04,18463.66,18887.81,-0.02246
2010-02-05,18524.74,18463.66,0.00331
2010-02-08,18732.19,18524.74,0.0112
2010-02-09,18754.13,18732.19,0.00117
2010-02-10,18763.55,18754.13,0.0005
2010-02-11,18347.81,18763.55,-0.02216
2010-02-12,18467.23,18347.81,0.00651
2010-02-15,18555.11,18467.23,0.00476
2010-02-16,18323.32,18555.11,-0.01249
2010-02-17,18716.27,18323.32,0.02145
2010-02-18,18471.75,18716.27,-0.01306
2010-02-19,18137.93,18471.75,-0.01807
2010-02-22,17783.85,18137.93,-0.01952
2010-02-23,17796.04,17783.85,0.00069
2010-02-24,17869.3,17796.04,0.00412
2010-02-25,17963.13,17869.3,0.00525
2010-02-26,17903.65,17963.13,-0.00331
2010-03-01,17750.76,17903.65,-0.00854
2010-03-02,17922.42,17750.76,0.00967
2010-03-03,17752.63,17922.42,-0.00947
2010-03-04,17523.48,17752.63,-0.01291
2010-03-05,17800.6,17523.48,0.01581
2010-03-08,17842.49,17800.6,0.00235
2010-03-09,17942.13,17842.49,0.00558
2010-03-10,18072.82,17942.13,0.00728
2010-03-11,17966.38,18072.82,-0.00589
2010-03-12,17868.26,17966.38,-0.00546
2010-03-15,18001.31,17868.26,0.00745
2010-03-16,17886.31,18001.31,-0.00639
2010-03-17,17959.57,17886.31,0.0041
2010-03-18,17949.08,17959.57,-0.00058
2010-03-19,17720.47,17949.08,-0.01274
2010-03-22,17915.93,17720.47,0.01103
2010-03-23,17668.99,17915.93,-0.01378
2010-03-24,17721.34,17668.99,0.00296
2010-03-25,17741.49,17721.34,0.00114
2010-03-26,17995.77,17741.49,0.01433
2010-03-29,17781.33,17995.77,-0.01192
2010-03-30,17682.2,17781.33,-0.00557
2010-03-31,17669.76,17682.2,-0.0007
2010-04-01,17711.98,17669.76,0.00239
2010-04-02,17888.27,17711.98,0.00995
2010-04-05,17310.59,17888.27,-0.03229
2010-04-06,17322.25,17310.59,0.00067
2010-04-07,17525.12,17322.25,0.01171
2010-04-08,17936.2,17525.12,0.02346
2010-04-09,17675.94,17936.2,-0.01451
2010-04-12,17681.89,17675.94,0.00034
2010-04-13,17836.71,17681.89,0.00876
2010-04-14,17860.67,17836.71,0.00134
2010-04-15,18194.38,17860.67,0.01868
2010-04-16,18134.78,18194.38,-0.00328
