date,close,open,pct_change
2010-01-01,17277.2,17000.0,0.01631
2010-01-04,17303.55,17277.2,0.00153
2010-01-05,17372.66,17303.55,0.00399
2010-01-06,17596.79,17372.66,0.0129
2010-01-07,17763.37,17596.79,0.00947
2010-01-08,17883.61,17763.37,0.00677
2010-01-11,17816.17,17883.61,-0.00377
2010-01-12,17623.62,17816.17,-0.01081
2010-01-13,17703.59,17623.62,0.00454
2010-01-14,17610.97,17703.59,-0.00523
2010-01-15,17778.27,17610.97,0.0095
2010-01-18,17826.7,17778.27,0.00272
2010-01-19,17687.68,17826.7,-0.0078
2010-01-20,17746.84,17687.68,0.00334
2010-01-21,17892.39,17746.84,0.0082
2010-01-22,17934.48,17892.39,0.00235
2010-01-25,17787.27,17934.48,-0.00821
2010-01-26,17845.71,17787.27,0.00329
2010-01-27,17922.93,17845.71,0.00433
2010-01-28,18092.61,17922.93,0.00947
2010-01-29,18243.55,18092.61,0.00834
2010-02-01,18068.58,18243.55,-0.00959
2010-02-02,17976.87,18068.58,-0.00508
2010-02-03,18103.84,17976.87,0.00706
2010-02-04,17773.0,18103.84,-0.01827
2010-02-05,17932.06,17773.0,0.00895
2010-02-08,17773.65,17932.06,-0.00883
2010-02-09,17698.3,17773.65,-0.00424
2010-02-10,17986.37,17698.3,0.01628
2010-02-11,17980.8,17986.37,-0.00031
2010-02-12,17928.29,17980.8,-0.00292
2010-02-15,17990.96,17928.29,0.0035
2010-02-16,17979.56,17990.96,-0.00063
2010-02-17,17862.96,17979.56,-0.00649
2010-02-18,17919.2,17862.96,0.00315
2010-02-19,18347.56,17919.2,0.02391
2010-02-22,18540.51,18347.56,0.01052
2010-02-23,18637.23,18540.51,0.00522
2010-02-24,18697.43,18637.23,0.00323
2010-02-25,18868.99,18697.43,0.00918
2010-02-26,19006.08,18868.99,0.00727
2010-03-01,18834.56,19006.08,-0.00902
2010-03-02,18947.15,18834.56,0.00598
2010-03-03,18965.62,18947.15,0.00097
2010-03-04,19331.17,18965.62,0.01927
2010-03-05,19294.02,19331.17,-0.00192
2010-03-08,19567.4,19294.02,0.01417
2010-03-09,19326.48,19567.4,-0.01231
2010-03-10,19400.73,19326.48,0.00384
2010-03-11,19256.66,19400.73,-0.00743
2010-03-12,19078.52,19256.66,-0.00925
2010-03-15,19250.96,19078.52,0.00904
2010-03-16,19050.47,19250.96,-0.01041
2010-03-17,19029.15,19050.47,-0.00112
2010-03-18,18889.82,19029.15,-0.00732
2010-03-19,18979.64,18889.82,0.00475
2010-03-22,19045.19,18979.64,0.00345
2010-03-23,18599.3,19045.19,-0.02341
2010-03-24,18750.21,18599.3,0.00811
2010-03-25,18632.03,18750.21,-0.0063
2010-03-26,19050.98,18632.03,0.02249
2010-03-29,19243.91,19050.98,0.01013
2010-03-30,19454.11,19243.91,0.01092
2010-03-31,18958.46,19454.11,-0.02548
2010-04-01,19331.76,18958.46,0.01969
2010-04-02,19353.76,19331.76,0.00114
2010-04-05,19084.67,19353.76,-0.0139
2010-04-06,19162.05,19084.67,0.00405
2010-04-07,19443.46,19162.05,0.01469
2010-04-08,19121.37,19443.46,-0.01657
2010-04-09,19353.9,19121.37,0.01216
2010-04-12,19299.01,19353.9,-0.00284
2010-04-13,19194.0,19299.01,-0.00544
2010-04-14,19046.19,19194.0,-0.0077
2010-04-15,18889.11,19046.19,-0.00825
2010-04-16,18942.23,18889.11,0.00281
2010-04-19,19005.48,18942.23,0.00334
2010-04-20,19230.67,19005.48,0.01185
2010-04-21,19532.64,19230.67,0.0157
2010-04-22,19477.6,19532.64,-0.00282
2010-04-23,19715.47,19477.6,0.01221
2010-04-26,19481.61,19715.47,-0.01186
2010-04-27,19627.16,19481.61,0.00747
2010-04-28,19407.89,19627.16,-0.01117
2010-04-29,19302.53,19407.89,-0.00543
2010-04-30,19439.62,19302.53,0.0071
2010-05-03,19297.33,19439.62,-0.00732
2010-05-04,19410.35,19297.33,0.00586
2010-05-05,19118.66,19410.35,-0.01503
2010-05-06,18984.14,19118.66,-0.00704
2010-05-07,19103.43,18984.14,0.00628
2010-05-10,19421.22,19103.43,0.01664
2010-05-11,19191.44,19421.22,-0.01183
2010-05-12,19525.5,19191.44,0.01741
2010-05-13,19590.92,19525.5,0.00335
2010-05-14,20075.31,19590.92,0.02473
2010-05-17,20020.73,20075.31,-0.00272
2010-05-18,19922.81,20020.73,-0.00489
2010-05-19,20002.18,19922.81,0.00398
2010-05-20,19781.36,20002.18,-0.01104
2010-05-21,19817.99,19781.36,0.00185
2010-05-24,19814.42,19817.99,-0.00018
2010-05-25,20104.79,19814.42,0.01465
2010-05-26,20188.22,20104.79,0.00415
2010-05-27,19927.75,20188.22,-0.0129
2010-05-28,19658.44,19927.75,-0.01351
2010-05-31,19466.76,19658.44,-0.00975
2010-06-01,19047.33,19466.76,-0.02155
2010-06-02,18619.2,19047.33,-0.02248
2010-06-03,19049.56,18619.2,0.02311
2010-06-04,18889.05,19049.56,-0.00843
2010-06-07,19158.81,18889.05,0.01428
2010-06-08,19015.82,19158.81,-0.00746
2010-06-09,18942.38,19015.82,-0.00386
2010-06-10,18604.5,18942.38,-0.01784
2010-06-11,18866.22,18604.5,0.01407
2010-06-14,18796.03,18866.22,-0.00372
2010-06-15,19142.41,18796.03,0.01843
2010-06-16,19007.58,19142.41,-0.00704
2010-06-17,19280.15,19007.58,0.01434
2010-06-18,19598.71,19280.15,0.01652
2010-06-21,19291.55,19598.71,-0.01567
2010-06-22,19395.85,19291.55,0.00541
2010-06-23,19190.01,19395.85,-0.01061
2010-06-24,18960.38,19190.01,-0.01197
2010-06-25,18993.93,18960.38,0.00177
2010-06-28,19169.24,18993.93,0.00923
2010-06-29,19457.59,19169.24,0.01504
2010-06-30,19394.74,19457.59,-0.00323
2010-07-01,19611.25,19394.74,0.01116
2010-07-02,19739.14,19611.25,0.00652
2010-07-05,19745.39,19739.14,0.00032
2010-07-06,19551.79,19745.39,-0.0098
2010-07-07,19568.5,19551.79,0.00085
2010-07-08,20321.83,19568.5,0.0385
2010-07-09,20124.48,20321.83,-0.00971
2010-07-12,20095.23,20124.48,-0.00145
2010-07-13,19908.46,20095.23,-0.00929
2010-07-14,20212.94,19908.46,0.01529
2010-07-15,20616.37,20212.94,0.01996
